price,Area,Location,latitude,longitude,No. of Bedrooms,Resale,VaastuCompliant,nearbyresources,essentials
230,1500,Borivali East,19.2267228,72.8619328,3,1,1,1111110111011,11111
110,600,Borivali East,19.2267228,72.8619328,1,1,1,1101010111010,11111
220,1300,Borivali West,19.2294561,72.8479905,2,0,0,1111000010001,11110
130,816,Borivali West,19.2294561,72.8479905,2,0,0,0000000000000,01100
120,540,Borivali West,19.2294561,72.8479905,1,1,1,0000000000000,01110
162,900,Borivali West,19.2294561,72.8479905,2,1,1,0000010101011,11111
110,670,Borivali West,19.2294561,72.8479905,1,1,1,0000000000000,01110
386,2030,Borivali West,19.2294561,72.8479905,3,0,1,1111111111111,11110
335,1785,Borivali West,19.2294561,72.8479905,3,0,1,1111111111111,11110
800,1500,Breach Candy,18.9714363,72.8051492,2,1,1,0000010101010,11011
501,2800,Central Avenue,19.0355211,72.9247638,4,1,0,0000000000000,11010
501,2800,Central Avenue,19.0355211,72.9247638,4,1,0,1000000000100,01110
196,1250,Chembur,19.054818,72.8979713,2,0,1,0011000010000,11110
215,1200,Chembur,19.054818,72.8979713,2,0,1,1111100010001,11110
145,989,Chembur,19.054818,72.8979713,2,0,1,1111100010001,11110
100,440,Chembur,19.054818,72.8979713,1,0,1,1101000010000,11110
150,1016,Chembur,19.054818,72.8979713,2,1,1,0000000000100,01010
185,1000,Chembur,19.054818,72.8979713,2,1,0,0000000000100,01010
176,1100,Chembur,19.054818,72.8979713,2,1,1,0000000000100,01010
125,878,Chembur,19.054818,72.8979713,1,0,1,1111000010001,11110
337,1600,Chembur,19.054818,72.8979713,3,1,1,0000000000000,11010
75,757,Chembur,19.054818,72.8979713,1,0,0,1111100010001,11110
95,1005,Chembur,19.054818,72.8979713,2,0,0,1111100010001,11110
150,800,Chembur,19.054818,72.8979713,2,0,0,0000000000000,11110
107,715,Chembur,19.054818,72.8979713,1,1,1,0000000000100,01010
330,1400,Chembur East,19.0749663,72.8572857,3,1,0,0000000000100,01110
75,757,Chembur East,19.0749663,72.8572857,1,0,0,1111100000001,11110
95,1005,Chembur East,19.0749663,72.8572857,2,0,0,1111100110001,11110
92,400,Chembur Shell Colony,19.0626319,72.9011399,1,1,0,1000000000000,01110
650,1200,Churchgate,18.9354797,72.8271741,2,1,0,0000000000000,10100
136,600,DN Nagar Road,19.1185196,72.8287523,1,1,0,0000000000000,11110
136,600,DN Nagar Road,19.1185196,72.8287523,1,1,0,0000000000000,11110
850,2350,Dadar East,19.0162531,72.8522274,4,1,0,1111101010101,11110
65,650,Dahisar,19.2494501,72.8596206,1,0,1,1111101110101,11110
121,1150,Dahisar,19.2494501,72.8596206,2,0,0,1101000000001,11110
65,566,Dahisar,19.2494501,72.8596206,1,0,0,1000000000001,01110
65,566,Dahisar East,19.2486925,72.8640593,1,0,0,1000000000001,01110
80,650,Dahisar W,19.1026327,72.8369667,1,1,0,0000000000000,11010
145,1000,Dahisar West,19.1026327,72.8369667,2,1,0,1010000000000,11111
195,1250,Dattapada,19.2217077,72.8592897,3,1,0,0000000000000,11110
195,1200,Dattapada,19.2217077,72.8592897,3,1,0,0000000000000,11110
160,850,Dattapada,19.2217077,72.8592897,2,1,0,0000000000000,11110
150,1050,Dattapada,19.2217077,72.8592897,2,1,0,0000000000000,11110
175,950,Dattapada,19.2217077,72.8592897,2,1,0,0000000000000,11110
165,1050,Dattapada,19.2217077,72.8592897,2,1,0,0000000000000,11110
230,1100,Dattapada,19.2217077,72.8592897,3,1,0,0000000000000,11110
155,1050,Dattapada,19.2217077,72.8592897,2,1,0,0000000000000,11110
230,1500,Dattapada,19.2217077,72.8592897,3,1,0,0000000000000,11110
112,600,Dattapada,19.2217077,72.8592897,1,1,0,0000000000000,11110
190,1050,Dattapada,19.2217077,72.8592897,2,1,0,0000000000000,11110
285,1350,Dattapada,19.2217077,72.8592897,3,1,0,0000000000000,11110
165,1050,Dattapada,19.2217077,72.8592897,2,1,0,0000000000000,11110
150,1050,Dattapada,19.2217077,72.8592897,2,1,0,0000000000000,11110
210,1250,Dattapada,19.2217077,72.8592897,2,1,0,0000000000000,11110
185,1050,Dattapada,19.2217077,72.8592897,2,1,0,0000000000000,11110
150,1050,Dattapada,19.2217077,72.8592897,2,1,0,0000000000000,11110
210,1250,Dattapada,19.2217077,72.8592897,2,1,0,0000000000000,11110
185,1050,Dattapada,19.2217077,72.8592897,2,1,0,0000000000000,11110
180,1050,Dattapada,19.2217077,72.8592897,2,1,0,0000000000000,11110
150,950,Dattapada,19.2217077,72.8592897,2,1,0,0000000000000,11110
240,1300,Dattapada,19.2217077,72.8592897,3,1,0,0000000000000,11110
140,671,Deonar,19.0475502,72.9051895,1,0,1,1111100101011,11110
341,1500,Diamond Market Road,19.0671304,72.8647945,3,1,0,1000000000100,01110
20,375,Dombivali,19.19676975,73.07475222972616,1,0,0,0000000000000,10010
38,555,Dombivali East,19.2091632,73.0889057,1,1,0,1000000000100,01110
34,530,Dombivali East,19.2091632,73.0889057,1,0,0,0000000000000,11110
76,950,Dombivali East,19.2091632,73.0889057,3,1,0,1000000000100,01110
30,600,Dombivali East,19.2091632,73.0889057,1,1,0,1000000000100,01110
37,550,Dombivali East,19.2091632,73.0889057,1,1,0,1000000000100,01110
36,600,Dombivali East,19.2091632,73.0889057,1,1,0,1010000000100,01110
38,555,Dombivali East,19.2091632,73.0889057,1,1,0,1000000000100,01110
30,600,Dombivali East,19.2091632,73.0889057,1,1,0,1000000000100,01110
76,950,Dombivali East,19.2091632,73.0889057,3,1,0,1000000000100,01110
36,600,Dombivali East,19.2091632,73.0889057,1,1,0,1010000000100,01110
37,550,Dombivali East,19.2091632,73.0889057,1,1,0,1000000000100,01110
23,480,Dombivli (West),19.2221822,73.0809274,1,0,0,0010000000000,00010
34,704,Dronagiri,18.8813327,72.9647315,1,0,1,0011001000001,11111
35,688,Dronagiri,18.8813327,72.9647315,1,0,1,1011001000001,11111
24,625,Dronagiri,18.8813327,72.9647315,1,0,1,0011000000001,11111
50,1155,Dronagiri,18.8813327,72.9647315,2,0,1,0011001000001,11111
36,665,Dronagiri,18.8813327,72.9647315,1,0,1,0000000000001,11110
30,650,Dronagiri,18.8813327,72.9647315,1,0,1,0010010101010,11111
30,650,Dronagiri,18.8813327,72.9647315,1,0,1,0010010101010,11111
53,1120,Dronagiri,18.8813327,72.9647315,2,0,1,1111001000001,11111
36,665,Dronagiri,18.8813327,72.9647315,1,0,1,0000000000001,11110
52,1070,Dronagiri,18.8813327,72.9647315,2,1,1,1111111111111,11111
61,1150,Dronagiri,18.8813327,72.9647315,2,1,0,0000000000000,11111
61,1150,Dronagiri,18.8813327,72.9647315,2,1,0,0000000000000,11111
35,690,Dronagiri,18.8813327,72.9647315,1,0,1,0011001000001,11111
52,1070,Dronagiri,18.8813327,72.9647315,2,1,1,1111111111111,11111
34,704,Dronagiri,18.8813327,72.9647315,1,0,1,0011001000001,11111
35,688,Dronagiri,18.8813327,72.9647315,1,0,1,1011001000001,11111
30,675,Dronagiri,18.8813327,72.9647315,1,0,1,1010010111011,11111
24,625,Dronagiri,18.8813327,72.9647315,1,0,1,0011000000001,11111
42,690,Dronagiri,18.8813327,72.9647315,1,0,1,0011010101010,11111
42,690,Dronagiri,18.8813327,72.9647315,1,0,1,0011010101010,11111
35,690,Dronagiri,18.8813327,72.9647315,1,0,1,0011001000001,11111
30,675,Dronagiri,18.8813327,72.9647315,1,0,1,1010010111011,11111
170,1245,Eastern Express Highway Vikhroli,19.1057176,72.9309429,2,1,0,1000000000000,11110
70,450,Four Bungalows,19.1287942,72.8255543,1,1,0,1000000000100,01110
95,850,Four Bungalows,19.1287942,72.8255543,2,1,0,1000000000100,01110
210,730,Ganesh Nagar,19.1515483,72.9300624,2,1,0,0000000000000,11110
220,1527,Ghatkopar,19.0856928,72.9083668,3,0,0,1111100010001,01110
175,1188,Ghatkopar,19.0856928,72.9083668,2,0,0,1111100010001,01110
