seller_type,bedroom,layout_type,property_type,locality,price,area,furnish_type,bathroom,Latitude,Longitude
AGENT,3.0,BHK,Apartment,Pallavan Nagar,1.1,3300.0,Furnished,3 bathrooms,13.1216772,80.2355902
AGENT,3.0,BHK,Apartment,Pallavan Nagar,1.1,3300.0,Furnished,3 bathrooms,13.1216772,80.2355902
AGENT,3.0,BHK,Apartment,Pallavan Nagar,1.1,3300.0,Furnished,3 bathrooms,13.1216772,80.2355902
AGENT,2.0,BHK,Apartment,Adyar,"40,000",1500.0,Semi-Furnished,2 bathrooms,13.00645,80.2577791
AGENT,3.0,BHK,Independent House,Adyar,"48,000",1850.0,Semi-Furnished,3 bathrooms,13.00645,80.2577791
OWNER,2.0,BHK,Independent Floor,Madambakkam,"15,000",1260.0,Semi-Furnished,3 bathrooms,12.9057186,80.1543859
AGENT,3.0,BHK,Independent Floor,Abiramapuram,"80,000",1850.0,Semi-Furnished,3 bathrooms,11.1470637,79.5347975
OWNER,3.0,BHK,Independent Floor,Neelankarai,"32,000",2000.0,Semi-Furnished,3 bathrooms,12.9454955,80.2574692
OWNER,2.0,BHK,Apartment,Medavakkam,"9,000",750.0,Semi-Furnished,2 bathrooms,12.9229928,80.1882897
AGENT,3.0,BHK,Independent House,Kottivakkam,"40,000",2400.0,Furnished,3 bathrooms,12.9705053,80.2615033
AGENT,3.0,BHK,Independent House,Kottivakkam,"40,000",2400.0,Furnished,3 bathrooms,12.9705053,80.2615033
AGENT,3.0,BHK,Independent House,Kottivakkam,"40,000",2400.0,Furnished,3 bathrooms,12.9705053,80.2615033
AGENT,3.0,BHK,Independent House,Kottivakkam,"40,000",2400.0,Furnished,3 bathrooms,12.9705053,80.2615033
AGENT,3.0,BHK,Independent House,Kottivakkam,"40,000",2400.0,Furnished,3 bathrooms,12.9705053,80.2615033
AGENT,3.0,BHK,Independent House,Kottivakkam,"40,000",2400.0,Furnished,3 bathrooms,12.9705053,80.2615033
AGENT,3.0,BHK,Independent House,Kottivakkam,"40,000",2400.0,Furnished,3 bathrooms,12.9705053,80.2615033
AGENT,3.0,BHK,Independent House,Kottivakkam,"40,000",2400.0,Furnished,3 bathrooms,12.9705053,80.2615033
